lat,lng,value
51.795596714273564,13.515174589129623,0
51.795596714273564,13.515174589129623,50
51.795596714273564,13.515174589129623,0
51.795596714273564,13.515174589129623,0
51.795596714273564,13.515174589129623,0
51.795596714273564,13.515174589129623,14
51.795596714273564,13.515174589129623,100
51.795596714273564,13.515174589129623,75
51.795596714273564,13.515174589129623,0
51.795596714273564,13.515174589129623,100
51.795596714273564,13.515174589129623,50
51.79550495059431,13.507926757167441,25
51.79550495059431,13.507926757167441,0
51.79550495059431,13.507926757167441,0
51.79550495059431,13.507926757167441,0
51.79550495059431,13.507926757167441,0
51.79541274029961,13.500678963856632,14
51.79541274029961,13.500678963856632,100
51.79541274029961,13.500678963856632,0
51.79541274029961,13.500678963856632,100
51.79541274029961,13.500678963856632,0
51.79541274029961,13.500678963856632,0
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,16
51.795320269154566,13.493445704854619,100
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,100
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,100
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,0
51.795320269154566,13.493445704854619,0
51.795227166538886,13.486197989330446,0
51.795227166538886,13.486197989330446,0
51.795227166538886,13.486197989330446,0
51.795227166538886,13.486197989330446,0
51.79579374849909,13.465397875376139,0
51.79579374849909,13.465397875376139,0
51.79579374849909,13.465397875376139,0
51.79579374849909,13.465397875376139,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,0
51.80027305440643,13.529524158475693,40
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,0
51.800182169400145,13.522275529677653,60
51.800182169400145,13.522275529677653,100
51.800182169400145,13.522275529677653,0
51.8000908376959,13.515026939169394,12
51.8000908376959,13.515026939169394,12
51.8000908376959,13.515026939169394,20
51.8000908376959,13.515026939169394,100
51.8000908376959,13.515026939169394,0
51.8000908376959,13.515026939169394,0
51.8000908376959,13.515026939169394,0
51.8000908376959,13.515026939169394,0
51.799999059299154,13.507778387138382,0
51.799999059299154,13.507778387138382,42
51.799999059299154,13.507778387138382,0
51.799999059299154,13.507778387138382,33
51.799999059299154,13.507778387138382,0
51.799999059299154,13.507778387138382,80
51.799999059299154,13.507778387138382,37
51.79990683421542,13.50052987377207,12
51.79990683421542,13.50052987377207,16
51.79990683421542,13.50052987377207,0
51.79990683421542,13.50052987377207,0
51.79990683421542,13.50052987377207,37
51.79990683421542,13.50052987377207,0
51.79990683421542,13.50052987377207,0
51.79990683421542,13.50052987377207,75
51.79981434823953,13.493295896168052,100
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,0
51.79981434823953,13.493295896168052,100
51.79981434823953,13.493295896168052,0
51.799721230691816,13.486047460615232,0
51.799721230691816,13.486047460615232,0
51.799721230691816,13.486047460615232,0
51.799721230691816,13.486047460615232,0
51.799721230691816,13.486047460615232,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.80011117248961,13.480030066406751,0
51.800197186557085,13.472790049923029,0
51.800197186557085,13.472790049923029,0
51.800197186557085,13.472790049923029,0
51.800197186557085,13.472790049923029,0
51.800197186557085,13.472790049923029,0
51.800291742565484,13.465549710116077,0
51.800291742565484,13.465549710116077,0
51.800291742565484,13.465549710116077,0
51.800291742565484,13.465549710116077,0
51.800291742565484,13.465549710116077,0
51.80467630371658,13.522128561509723,16
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,20
51.80467630371658,13.522128561509723,0
51.80467630371658,13.522128561509723,25
51.80467630371658,13.522128561509723,100
51.80467630371658,13.522128561509723,0
51.80458495736351,13.514879250731921,100
51.80458495736351,13.514879250731921,83
51.80458495736351,13.514879250731921,57
51.80458495736351,13.514879250731921,50
51.80458495736351,13.514879250731921,0
51.80458495736351,13.514879250731921,0
51.80458495736351,13.514879250731921,50
51.80458495736351,13.514879250731921,83
51.80458495736351,13.514879250731921,66
51.80458495736351,13.514879250731921,40
51.80449316424637,13.50762997844462,0
51.80449316424637,13.50762997844462,100
51.80449316424637,13.50762997844462,50
51.80449316424637,13.50762997844462,0
51.80449316424637,13.50762997844462,0
51.80449316424637,13.50762997844462,40
51.80449316424637,13.50762997844462,16
51.80449316424637,13.50762997844462,14
51.80430842356101,13.493146048442272,0
51.80430842356101,13.493146048442272,0
51.80430842356101,13.493146048442272,0
51.80430842356101,13.493146048442272,100
51.80430842356101,13.493146048442272,100
51.80430842356101,13.493146048442272,0
51.80430842356101,13.493146048442272,66
51.80430842356101,13.493146048442272,0
51.80444457072181,13.500277764253816,0
51.80444457072181,13.500277764253816,0
51.80444457072181,13.500277764253816,0
51.80444457072181,13.500277764253816,0
51.80444457072181,13.500277764253816,0
51.80444457072181,13.500277764253816,25
